character_id,movie_id,character_name,occourences,word_count,gender
208010,100970,josh,92,874,male
208011,100970,jerry,56,499,male
208012,100970,rosalie,53,515,female
208013,100970,terri,36,365,female
208014,100970,david,36,594,male
208015,100972,will,222,3356,male
208016,100972,viola,103,1647,female
208017,100972,henslowe,89,1322,unknown
208018,100972,fennyman,49,669,unknown
208019,100972,wessex,49,1036,male
208020,100972,burbage,26,372,male
208021,100972,alleyn,24,401,male
208022,100972,marlowe,22,166,male
208023,100972,nurse,22,217,female
208024,100973,alex,192,2057,male
208025,100973,juliet,144,808,female
208026,100973,david,131,920,male
208027,100973,hugo,28,168,male
208028,100973,mccall,17,185,male
208029,100973,lumsden,11,116,unknown
208030,100973,cameron,8,19,male
208031,100973,(voice-over),7,233,unknown
208032,100973,editor,5,52,male
208033,100974,brandon,191,1611,male
208034,100974,david,98,1085,male
208035,100974,sissy,85,748,female
208036,100974,marianne,63,507,female
208037,100974,sissy (cont'd),29,530,unknown
208038,100974,brandon (cont'd),26,392,unknown
208039,100974,david (cont'd),25,577,unknown
208040,100974,elizabeth,20,118,female
208041,100974,sissy (over),14,99,unknown
208042,100975,george,420,2961,male
208043,100975,jill,186,1256,female
208044,100975,jackie,183,1670,female
208045,100975,lester,155,1752,male
208046,100975,felicia,81,596,female
208047,100975,pope,45,364,male
208048,100975,lorna,31,224,female
208049,100975,lester (cont'd),29,429,unknown
208050,100975,george's voice,28,105,unknown
208051,100976,andy,171,3090,male
208052,100976,red (v.o.),140,4173,unknown
208053,100976,red,130,1991,male
208054,100976,norton,52,1309,male
208055,100976,heywood,44,559,male
208056,100976,hadley,36,903,male
208057,100976,tommy,29,533,male
208058,100976,brooks,21,544,male
208059,100976,d.a.,19,564,unknown
208060,100977,kirk,292,2987,male
208061,100977,stainer,133,1881,male
208062,100977,molly,126,1514,female
208063,100977,eric,43,519,male
208064,100977,patty,32,489,female
208065,100977,marnie,23,316,female
208066,100977,talon,22,234,male
208067,100977,stainer (cont'd),20,218,unknown
208068,100977,devon,19,125,male
208069,100978,holmes,298,7002,male
208070,100978,watson,186,2900,male
208071,100978,irene,74,1867,female
208072,100978,blackwood,43,1438,male
208073,100978,mary,23,288,female
208074,100978,lestrade,19,375,male
208075,100978,sir thomas,13,344,unknown
208076,100978,constable clark,12,313,unknown
208077,100978,lord coward,11,274,unknown
208078,100979,shifty,210,1881,male
208079,100979,chris,134,1052,male
208080,100979,a beat.,67,44,unknown
208081,100979,trevor,62,509,male
208082,100979,rez,48,465,male
208083,100979,glen,41,462,male
208084,100979,shifty (cont'd),37,493,unknown
208085,100979,jasmine,32,324,female
208086,100979,*,31,549,unknown
208087,100980,jack,230,2526,male
208088,100980,wendy,191,2084,female
208089,100980,danny,81,404,male
208090,100980,halloran,73,1123,male
208091,100980,ullman,62,968,female
208092,100980,grady,28,399,male
208093,100980,doctor,23,297,male
208094,100980,jack (off),20,203,unknown
208095,100980,ranger,20,369,male
208096,100981,quoyle,238,4708,male
208097,100981,wavey,122,2458,male
208098,100981,agnis,67,1445,male
208099,100981,bunny,55,1085,female
208100,100981,card,46,1133,male
208101,100981,jack,38,925,male
208102,100981,nutbeem,30,612,unknown
208103,100981,quoyle (v.o.),28,670,unknown
208104,100981,dennis,21,385,male
208105,100982,st. luc,61,1585,unknown
208106,100982,rollo,36,2284,male
208107,100982,tudor,26,1202,male
208108,100982,janine,24,1202,female
208109,100982,forsythe,23,920,female
208110,100982,betts,12,596,female
208111,100982,parkins,11,275,male
208112,100982,detective,11,140,male
208113,100982,mrs. wheatley,10,381,unknown
208114,100983,shrek,248,3037,male
208115,100983,donkey,204,3418,male
208116,100983,fiona,123,1538,female
208117,100983,farquaad,49,800,male
208118,100983,head guard,16,104,unknown
208119,100983,robin hood,10,135,unknown
208130,100984,merlin,30,628,male
208131,100984,snow white,21,270,unknown
208132,100985,macy,188,2008,female
208133,100985,matt,108,1696,male
208134,100985,reggie,90,903,male
208135,100985,alejandro,80,1652,male
