index,character_id,movie_id,character_name,occourences,word_count
1961,206956,100847,14.,1,375
1962,206959,100848,cornwallis,57,910
1963,206973,100849,moses behe,27,343
1964,206986,100851,mrs. stephens,98,1455
1965,206989,100851,mr. peters,35,561
1966,206990,100851,milly,27,669
1967,206991,100851,baden,27,655
1968,206992,100851,clapper boy,24,193
1969,206993,100852,peggy,397,4948
1970,206994,100852,charlie,139,2633
1971,206995,100852,richard,86,1115
1972,206996,100852,mr. kelcher,48,602
1973,206997,100852,carol,44,462
1974,206998,100852,mrs. kelcher,43,479
1975,206999,100852,michael,30,589
1976,207000,100852,maddy,24,320
1977,207001,100852,arthur,20,596
1978,207002,100853,lilly,108,2284
1979,207003,100853,silus,87,1572
1980,207004,100853,jones,68,1390
1981,207005,100853,edgar,50,1589
1982,207006,100853,augustus,33,880
1983,207007,100853,freddy,15,436
1984,207008,100853,frank,14,226
1985,207009,100853,dominic,13,307
1986,207010,100853,professor liepsky,11,315
1987,207023,100855,charlie (v.o.),56,1884
1988,207024,100855,mary elizabeth,49,763
1989,207028,100855,patrick (cont'd),14,302
1990,207033,100856,ext.  louis,38,596
1991,207034,100856,pascow,23,389
1992,207035,100856,int.  louis,14,343
1993,207050,100858,0,40,388
1994,207052,100858,â¢,31,248
1995,207061,100859,seidman,31,419
1996,207062,100859,andrew (cont.),27,577
1997,207064,100859,judge garnett,24,473
1998,207069,100860,mavis' voice,31,250
1999,207071,100860,kelly's voice,25,203
2000,207075,100861,lenny meyer,67,839
2001,207077,100861,marcy dawson,42,950
2002,207078,100861,max (v.o.),20,881
2003,207079,100861,rav cohen,14,466
2004,207081,100861,devi (o.s.),11,64
2005,207095,100863,aunt morag,36,1212
2006,207096,100863,subtitled,22,531
2007,207098,100863,unsubtitled,12,215
2008,207100,100863,big sister,8,186
2009,207104,100864,saul (cont'd),35,365
2010,207106,100864,dale (cont'd),22,235
2011,207108,100864,budlofsky,18,112
2012,207114,100865,norrington,59,1230
2013,207115,100865,jack (cont'd),40,1099
2014,207117,100865,barbossa (cont'd),22,759
2015,207118,100865,murtogg,22,153
2016,207119,100866,jack sparrow,193,2373
2017,207120,100866,will turner,131,1234
2018,207121,100866,elizabeth swann,91,851
2019,207123,100866,davy jones,45,601
2020,207126,100866,norrington,28,374
2021,207127,100866,tia dalma,26,416
2022,207160,100871,mr. johnson,60,802
2023,207161,100871,dick van dyke,58,815
2024,207164,100871,david (cont),40,722
2025,207175,100873,---------------------------------------------,8,980
2026,207176,100873,--------------------------------------------------------,6,554
2027,207177,100873,------------------------------------------,2,136
2028,207178,100873,----------------------------------------------------,2,241
2029,207179,100873,pika!,1,89
2030,207181,100873,meowth?!,1,277
2031,207182,100873,help! help!,1,70
2032,207184,100874,the postman,351,6695
2033,207190,100874,b.c. mayor,22,332
2034,207191,100874,bandit #20,21,270
2035,207198,100875,pk (v.o.),35,1591
2036,207199,100875,st. john,30,447
2037,207200,100875,geel piet,25,475
2038,207201,100875,von zyl,22,515
2039,207203,100876,ms. rain,111,1845
2040,207204,100876,precious (v.o.),76,2641
2041,207206,100876,cornrows,32,446
2042,207207,100876,ms. weiss,29,384
2043,207209,100876,mrs. lichenstein,18,208
2044,207210,100876,jo ann,16,176
2045,207215,100877,*,20,147
2046,207225,100878,borden (cont'd),42,773
2047,207226,100878,angier (cont'd),37,866
2048,207228,100878,cutter (cont'd),20,281
2049,207231,100879,stuckey,84,1512
2050,207232,100879,mr. thomas,39,821
2051,207236,100879,saleswoman,11,148
2052,207244,100880,james morse,25,495
2053,207249,100881,mrs bennet,90,1724
2054,207250,100881,â¢,78,578
2055,207251,100881,mr bennet,56,880
2056,207255,100881,lady catherine,32,651
2057,207259,100882,(beat),32,595
2058,207260,100882,black hat,25,431
2059,207262,100882,hicks (cont'd),24,505
2060,207264,100882,old man,12,328
2061,207268,100883,fezzik,74,985
2062,207272,100883,the kid,40,364
2063,207273,100883,miracle max,30,480
2064,207279,100884,mrs. hudson,33,438
2065,207280,100884,queen victoria,30,507
2066,207282,100884,watson's voice,12,525
2067,207283,100885,bialystock,279,3440
2068,207285,100885,liebkind,103,1293
2069,207286,100885,de bris,40,565
2070,207291,100885,resume action.,9,0
2071,207302,100887,(continuing),69,1260
2072,207306,100887,henri-anne,26,90
2073,207315,100888,holloway (cont'd),16,436
2074,207317,100888,david (cont'd),15,383
2075,207331,100890,mr. gilbertson,57,936
2076,207334,100890,grandma annie,31,795
2077,207335,100890,handsome man,14,207
2078,207343,100891,mrs. chambers,19,373
2079,207344,100891,car dealer,17,618
2080,207345,100891,patrolman,14,313
2081,207349,100892,(beat),40,820
2082,207352,100892,dillinger (cont'd),18,221
2083,207361,100893,the wolf,46,1207
2084,207363,100893,young man,27,823
2085,207367,100894,sexy voice,60,602
2086,207385,100896,pentcho (cont'd),8,123
2087,207386,100896,alexander (cont'd),5,124
2088,207390,100896,mia (cont'd),3,97
2089,207397,100897,lestat (v.o.),16,718
2090,207399,100897,groupie #1,12,107
2091,207402,100898,prince philip,47,422
2092,207407,100898,queen mother,17,257
2093,207417,100899,(more),15,0
2094,207421,100900,jake (cont'd),45,1706
2095,207423,100900,joey (cont'd),13,147
2096,207429,100901,voice over,108,2650
2097,207435,100901,back to hi,15,144
2098,207440,100902,willcox hillyer,50,759
2099,207442,100902,dr. martinson,27,714
2100,207443,100902,dave wilkie,24,889
2101,207444,100902,daddy (cont'd),15,427
2102,207448,100903,kirkhill,57,1045
2103,207450,100903,de fravio,24,349
2104,207451,100903,podovsk,22,660
2105,207457,100904,rohl,37,357
2106,207465,100905,5r5fade out,1,0
2107,207471,100906,semi-long shot,19,390
2108,207473,100906,fade in:,10,0
2109,207474,100906,fade out:,9,0
2110,207483,100907,judy's father,22,767
2111,207494,100909,attewater,29,430
2112,207500,100910,jack bangs,33,705
2113,207501,100910,jumpy,19,477
2114,207502,100910,pug,16,280
2115,207503,100910,waitress,8,75
2116,207504,100911,pendergast,159,3247
2117,207505,100911,margo,139,3526
2118,207506,100911,d'agosta,117,2143
2119,207507,100911,frock,70,1658
2120,207508,100911,cuthbert,46,1301
2121,207509,100911,kawakita,43,627
2122,207521,100912,tyler v/o,18,165
2123,207525,100913,on shane,29,473
2124,207527,100913,(v.o.),16,293
2125,207539,100914,plettschner,26,255
2126,207540,100915,the characters:,1,84
2127,207541,100915,the end,1,22
2128,207544,100915,no!,1,3244
2129,207545,100916,mr. white,144,2420
2130,207546,100916,mr. pink,112,2594
2131,207550,100916,mr. orange,37,654
2132,207551,100916,mr. blonde,34,747
2133,207552,100916,holdaway,31,725
2134,207567,100918,will (cont'd),30,682
2135,207568,100918,diamond (cont'd),21,537
2136,207576,100919,fitzgerald (cont'd),29,849
2137,207577,100919,glass (cont'd),21,386
2138,207578,100919,runty man,17,277
2139,207580,100919,spotted horse,13,357
2140,207583,100920,frank (cont'd),41,646
2141,207585,100920,mrs. givings,36,579
2142,207587,100920,april (cont'd),26,532
2143,207589,100920,john (cont'd),18,321
2144,207601,100922,bunnymund,95,1712
2145,207605,100922,(walla),47,1077
2146,207606,100922,(beat),24,631
2147,207607,100922,pitch (cont'd),16,467
2148,207610,100923,will (cont'd),40,381
2149,207615,100923,0,19,0
2150,207616,100923,dodge (cont'd),15,261
2151,207625,100924,carole lombard,6,27
2152,207626,100925,man.,343,4832
2153,207627,100925,boy.,269,2397
2154,207628,100925,man. (cont'd),58,1211
2155,207629,100925,veteran.,32,326
2156,207630,100925,woman.,28,396
2157,207631,100925,old man.,26,361
2158,207632,100925,thief.,11,157
2159,207633,100925,boy. (cont'd),11,95
2160,207634,100925,gang member.,11,205
2161,207638,100926,little john,67,1149
2162,207641,100926,will scarlet,50,782
2163,207648,100928,commander anderson,33,873
2164,207649,100928,(v.o.),26,477
2165,207651,100928,general kramer,20,338
2166,207652,100928,captain darrow,18,236
2167,207653,100929,one two,96,1475
2168,207654,100929,lenny cole,85,1985
2169,207657,100929,johnny story,50,1128
2170,207660,100929,handsome bob,26,508
2171,207667,100930,another angle,48,1207
2172,207674,100931,wipe to,35,3
2173,207675,100931,riff raff,33,454
2174,207676,100931,guests,30,376
2175,207678,100931,dr. scott,16,318
2176,207691,100934,ma (cont'd),71,1178
2177,207693,100934,officer parker,30,331
2178,207696,100934,jack (cont'd),19,189
2179,207697,100934,old nick,19,211
2180,207702,100935,professor roberts,38,674
2181,207703,100935,(beat),29,402
2182,207705,100935,jason (o.s.),12,124
2183,207711,100936,another angle,51,1077
2184,207712,100936,med. shot,47,1423
2185,207715,100936,med. close,29,489
2186,207722,100937,stacy (o.s.),14,227
2187,207723,100937,jeff (o.s.),12,159
2188,207732,100938,angle on:,18,504
2189,207733,100938,mrs. trout,17,377
2190,207750,100940,ambassador han,21,303
2191,207751,100940,colonel lee,17,239
2192,207754,100941,carter (cont'd),57,1105
2193,207756,100941,ricky tan,25,685
2194,207758,100941,superindendent chin,10,128
2195,207759,100941,hu li,10,311
2196,207760,100941,isabella (cont'd),9,184
2197,207762,100942,miss cross,143,0
2198,207763,100942,mr. blume,133,0
2199,207765,100942,mr. fischer,27,0
2200,207767,100942,dr. guggenheim,24,0
2201,207769,100942,mrs. blume,11,0
2202,207777,100943,stephanie (off),13,162
2203,207784,100944,jeremy (cont'd),25,269
2204,207785,100944,officer o'dell,23,229
2205,207786,100944,sam (cont'd),19,106
2206,207787,100944,chris (cont'd),18,220
2207,207788,100945,"templar.""",1,0
2208,207789,100945,letter opener.,1,17
2209,207790,100945,smoky gas.,1,40
2210,207791,100945,paramedic.,1,0
2211,207792,100945,electrode probes.,1,0
2212,207793,100945,please wait,1,6
2213,207795,100945,opening.,1,33
2214,207796,100945,click.,1,0
2215,207802,100946,garcetti,43,620
2216,207804,100946,danny/tom,23,223
2217,207805,100946,danny (v.o.),19,1107
2218,207809,100947,squints,54,578
2219,207810,100947,(beat),50,834
2220,207823,100948,mrs. gwynn,12,221
2221,207826,100949,pamela (cont'd),74,1263
2222,207828,100949,(beat),53,755
2223,207840,100950,colonel anderson,16,263
2224,207841,100950,supply sergeant,7,132
2225,207856,100952,.,17,408
2226,207865,100954,pfefferberg,26,497
2227,207868,100954,scherner,11,213
2228,207874,100955,knives chau,85,863
2229,207875,100955,stephen stills,72,849
2230,207876,100955,kim pine,43,480
2231,207877,100955,todd ingram,30,426
2232,207878,100955,young neil,30,206
2233,207895,100957,man's voice,38,173
2234,207901,100958,detective kincaid,59,1104
2235,207910,100959,mills (cont),48,1167
2236,207911,100959,somerset (cont),35,901
2237,207913,100959,john doe,23,653
2238,207921,100960,mrs. jorgensen,34,702
2239,207926,100961,eharmony counselor,65,664
2240,207927,100961,walter (cont'd),59,1421
2241,207928,100961,ted hendricks,39,561
2242,207932,100961,mark chatham,19,203
2243,207934,100962,jackie moon,244,3808
2244,207938,100962,(beat),29,604
2245,207939,100962,commish,24,544
2246,207940,100962,scootsie double-day,19,155
2247,207942,100962,twiggy munson,11,101
2248,207945,100963,mrs dashwood,104,1548
2249,207947,100963,mrs jennings,75,1946
2250,207948,100963,colonel brandon,52,1179
2251,207953,100964,the operative,82,1502
2252,207955,100964,(continuing),71,2082
2253,207966,100965,mrs. ackerman,30,391
2254,207967,100965,mr. nazlerod,27,585
2255,207969,100965,det. bradford,20,243
2256,207972,100966,father brendan,63,853
2257,207974,100966,mark (v.o.),26,943
2258,207975,100966,cheryl (cont'd),25,362
2259,207976,100966,mark (cont'd),24,417
2260,207990,100968,miranda,159,2262
2261,207991,100968,charlotte,104,1224
2262,207992,100968,big,98,1113
2263,207993,100968,carrie (v.o.),76,1629
2264,207994,100968,carrie (cont'd),57,831
2265,207995,100968,louise,46,624
2266,207996,100968,smith,28,344
2267,207997,100969,ann,327,3926
2268,207998,100969,graham,265,2892
2269,207999,100969,cynthia,181,1791
2270,208000,100969,john,128,1636
2271,208001,100969,doctor,37,424
2272,208002,100969,dude,9,102
2273,208003,100969,cytnhia,6,56
2274,208004,100969,mr. miller,5,20
2275,208005,100969,secretary,4,29
2276,208006,100970,sarah,123,1385
2277,208007,100970,lorna,114,1470
2278,208008,100970,gwen,114,1145
2279,208009,100970,todd,111,1302
2280,208017,100972,henslowe,89,1322
2281,208018,100972,fennyman,49,669
2282,208029,100973,lumsden,11,116
2283,208031,100973,(voice-over),7,233
2284,208037,100974,sissy (cont'd),29,530
2285,208038,100974,brandon (cont'd),26,392
2286,208039,100974,david (cont'd),25,577
2287,208041,100974,sissy (over),14,99
2288,208049,100975,lester (cont'd),29,429
2289,208050,100975,george's voice,28,105
2290,208052,100976,red (v.o.),140,4173
2291,208059,100976,d.a.,19,564
2292,208067,100977,stainer (cont'd),20,218
2293,208075,100978,sir thomas,13,344
2294,208076,100978,constable clark,12,313
2295,208077,100978,lord coward,11,274
2296,208080,100979,a beat.,67,44
2297,208084,100979,shifty (cont'd),37,493
2298,208086,100979,*,31,549
2299,208094,100980,jack (off),20,203
2300,208102,100981,nutbeem,30,612
2301,208103,100981,quoyle (v.o.),28,670
2302,208105,100982,st. luc,61,1585
2303,208113,100982,mrs. wheatley,10,381
2304,208118,100983,head guard,16,104
2305,208119,100983,robin hood,10,135
2306,208120,100983,gingerbread man,10,71
2307,208121,100983,mirror,7,244
2308,208122,100983,merry men,6,32
2309,208123,100984,shrek,174,2916
2310,208124,100984,donkey,87,1766
2311,208125,100984,prince charming,75,1763
2312,208126,100984,artie,71,1306
2313,208127,100984,fiona,61,896
2314,208128,100984,puss,41,717
2315,208129,100984,(singing),31,657
2316,208131,100984,snow white,21,270
2317,208136,100985,alejandro (cont'd),40,1158
2318,208137,100985,macy (cont'd),20,505
2319,208138,100985,matt (cont'd),16,247
2320,208149,100986,later --,9,183
2321,208157,100987,col. hardwick,10,120
2322,208162,100988,officer paski,47,1210
2323,208164,100988,tv anchor,9,305
2324,208165,100988,crewcut guy,9,238
2325,208169,100989,dr. lecter,115,2647
2326,208171,100989,mr. gumb,28,464
2327,208175,100989,sgt. tate,19,451
2328,208178,100990,uncle al,92,1702
2329,208180,100990,ext.  marty,21,393
2330,208183,100990,nan,16,387
2331,208188,100991,pat sr.,194,1974
2332,208191,100991,pat (cont'd),47,678
2333,208193,100991,dr. patel,39,488
2334,208203,100992,frank brand,19,261
2335,208209,100993,interior day,10,296
2336,208211,100993,interior night,5,109
2337,208212,100993,building manager,3,24
2338,208214,100994,mother superior,133,2183
2339,208215,100994,mary robert,78,850
2340,208218,100994,mary patrick,67,917
2341,208220,100994,mary lazarus,37,535
2342,208230,100995,dr. fine,23,390
2343,208235,100996,mr. cunningham,21,379
2344,208238,100996,mr. marschal,10,306
2345,208247,100997,jonah (v.o.),17,230
2346,208253,100998,young masbath,23,473
2347,208255,100998,high constable,13,202
2348,208257,100998,doctor lancaster,10,132
2349,208280,101001,prem (cont'd),47,1183
2350,208282,101001,jamal (cont'd),40,777
2351,208283,101001,salim (cont'd),27,528
2352,208287,101002,kate (cont'd),53,966
2353,208288,101002,mr. davies,49,759
2354,208289,101002,principal barnes,41,644
2355,208290,101002,charlie (cont'd),32,533
2356,208302,101003,serna (v.o.),25,333
2357,208309,101004,brick top,50,1023
2358,208310,101004,doug,36,524
2359,208311,101004,micky,32,565
2360,208312,101006,nels,170,2773
2361,208313,101006,ishmael,150,2699
2362,208314,101006,hooks,111,1650
2363,208315,101006,ishmael (v.o.),105,3210
2364,208316,101006,hatsue,88,1774
2365,208317,101006,moran,70,1294
2366,208318,101006,kabuo,69,1234
2367,208319,101006,etta,30,450
2368,208320,101006,whaley,18,201
2369,208321,101007,eric,148,2652
2370,208322,101007,snow white,127,2162
2371,208323,101007,ravenna,99,1989
2372,208324,101007,finn,57,809
2373,208325,101007,william,43,719
2374,208326,101007,beith,27,418
2375,208327,101007,muir,19,363
2376,208328,101007,duke hammond,18,339
2377,208329,101007,gort,18,286
2378,208330,101008,charlie,327,4821
2379,208331,101008,harriet,175,2660
2380,208332,101008,tony,100,1552
2381,208333,101008,rose,60,887
2382,208334,101008,stuart,29,858
2383,208335,101008,may,22,388
2384,208336,101008,captain,17,324
2385,208337,101008,sherri,16,253
2386,208338,101008,man,12,80
2387,208339,101009,mark,370,3496
2388,208343,101009,(beat),81,1007
2389,208347,101009,(pause),49,421
2390,208352,101010,int.  kelvin's room,40,667
2391,208353,101010,gibarian,21,789
2392,208354,101010,kelvin (v.o.),17,372
2393,208355,101010,int.  corridor,5,107
2394,208356,101010,ext.  solaris,5,24
2395,208362,101011,mekum,33,911
2396,208365,101011,caine 607,14,190
2397,208382,101013,harry (v.o.),12,390
2398,208383,101013,dr. martinez,11,209
2399,208387,101014,rutledge,79,1128
2400,208388,101014,goodwin (v.o.),53,697
2401,208389,101014,announcer (v.o.),31,744
2402,208396,101015,kyle's mother,84,1563
2403,208398,101015,saddam hussein,57,896
2404,208400,101015,mr. mackey,36,550
2405,208406,101016,jimmy (cont'd),38,510
2406,208407,101016,wendi (o.s.),36,415
2407,208408,101016,anton (cont'd),29,468
2408,208409,101016,anton (o.s.),17,201
2409,208410,101016,gary (o.s.),15,202
2410,208416,101017,deborah (cont'd),48,1072
2411,208418,101017,john (cont'd),37,920
2412,208434,101019,stoddard,23,713
2413,208441,101021,sprittle,68,721
2414,208442,101021,racer x,52,760
2415,208452,101022,beth (o.s.),45,765
2416,208453,101022,barnes (o.s.),32,510
2417,208455,101022,int.  corridor,16,198
2418,208473,101024,ki rbo,18,252
2419,208479,101025,spock prime,45,996
2420,208499,101027,borg queen,35,859
2421,208517,101029,b-9,28,409
2422,208522,101030,"""ilia""",49,927
2423,208534,101031,red leader,34,281
2424,208536,101031,ext. space,30,516
2425,208539,101032,padmé,98,1770
2426,208542,101032,mace windu,27,376
2427,208544,101032,c-3po,23,339
2428,208545,101032,count dooku,22,850
2429,208555,101034,anakin: no!!!,1,0
2430,208556,101034,tarkin.,1,0
2431,208557,101034,149 ext. coruscant-cityscape-pre-dawn,1,0
2432,208558,101034,104 ext. utapau-space,1,0
2433,208559,101034,163 ext. alderaan-starcruiser-space,1,0
2434,208560,101034,240 ext. tatooine-sunset,1,0
2435,208561,101034,121 ext. utapau-windmills-day,1,0
2436,208562,101034,167 int. cruiser-cockpit,1,0
2437,208563,101034,161 int. coruscant-padmesapartment-pre-dawn,1,0
2438,208577,101036,kylo ren,54,917
2439,208579,101036,general hux,22,281
2440,208580,101036,han (cont'd),21,246
2441,208581,101036,rey (cont'd),19,415
2442,208582,101037,fode/beed : -,7,283
2443,208583,101037,qui-gon.,2,319
2444,208584,101037,obi-wan.,2,382
2445,208585,101037,warriors.,1,0
2446,208587,101037,captain panaka.,1,395
2447,208588,101037,shmi.,1,48
2448,208589,101037,"bibble,",1,191
2449,208590,101037,ext. space (fx),1,16
2450,208592,101038,star man,227,3121
2451,208595,101038,major bell,26,627
2452,208598,101038,shermin (v.o.),17,236
2453,208599,101038,fox (v.o.),16,326
2454,208602,101039,rasczak,67,1339
2455,208608,101039,official voice,27,603
2456,208616,101040,first a.d.,39,416
2457,208617,101040,angle on,38,813
2458,208622,101041,mrs. caslon,54,638
2459,208633,101042,mrs. franklin,7,145
2460,208634,101042,luke (o.s.),6,128
2461,208643,101043,eirie kid,20,372
2462,208661,101045,pam (v.o.),26,112
2463,208662,101045,mr scott,26,203
2464,208671,101046,jerry (cont'd),21,504
2465,208678,101047,spreg,12,871
2466,208684,101048,med. shot,71,1143
2467,208685,101048,close shot,45,608
2468,208689,101048,closeup guy,25,308
2469,208696,101049,eli (cont'd),19,404
2470,208697,101049,cameron (cont'd),18,495
2471,208698,101049,a.d.,16,194
2472,208710,101051,jack,43,843
2473,208711,101051,lisa (v.o.),38,847
2474,208712,101051,cleo,32,459
2475,208713,101051,lucy,31,393
2476,208714,101051,hannah,27,532
2477,208715,101051,diane (cont'd),21,449
2478,208716,101051,lisa,15,364
2479,208717,101052,gillis,308,4083
2480,208718,101052,norma,196,4017
2481,208719,101052,betty,107,1529
2482,208723,101052,de mille,16,235
2483,208725,101052,gillis' voice,9,735
2484,208742,101054,nelec,21,321
2485,208746,101055,fogell,122,1514
2486,208747,101055,officer slater,70,1105
2487,208748,101055,officer michaels,59,1013
2488,208751,101055,seth (cont'd),24,498
2489,208752,101055,evan (cont'd),15,138
2490,208767,101058,alex (cont'd),24,753
2491,208769,101058,the colonel,16,377
2492,208774,101059,greer (cont'd),27,316
2493,208779,101059,boy/canter,12,187
2494,208780,101060,mackelway,172,2827
2495,208783,101060,o'ryan (cont'd),54,2167
2496,208785,101060,mackelway (cont'd),35,789
2497,208787,101060,charlton (cont'd),13,365
2498,208790,101061,mrs. lovett,184,4172
2499,208796,101061,beggar woman,18,524
2500,208808,101063,hunsecker,243,5714
2501,208812,101063,reverse angle,34,886
2502,208821,101064,answering machine,22,590
2503,208830,101065,gabriel (v.o.),12,232
2504,208832,101065,a.d. joy,11,110
2505,208833,101065,fade in:,10,0
2506,208840,101066,caden (cont'd),26,253
2507,208845,101067,(beat),32,778
2508,208847,101067,prince nasir,20,583
2509,208854,101068,curtis (cont'd),59,1608
2510,208856,101068,samantha (cont'd),26,538
2511,208859,101068,doctor shannan,13,194
2512,208863,101069,inspector laval,72,1158
2513,208865,101069,director gillet,38,524
2514,208866,101069,mrs. asher,23,548
2515,208867,101069,inspector reynaud,22,288
2516,208876,101070,radio (garber),34,340
2517,208880,101071,furtwängler,77,1670
2518,208884,101071,dymshitz,24,582
2519,208893,101072,roverini,27,317
2520,208894,101072,herbert greenleaf,25,557
2521,208900,101073,miss martin,78,1455
2522,208902,101073,harolday,45,827
