index,character_id,movie_id,character_name,occourences,word_count
94,200352,100042,major caldwell,23,497
95,200356,100043,dr. rumack,45,810
96,200359,100043,hinshaw,22,177
97,200368,100044,ted (v.o.),29,368
98,200371,100045,genie:,1,5331
99,200372,100045,great!,1,1124
100,200374,100045,no!,1,3970
101,200375,100045,aladdin. ),1,543
102,200376,100045,guards: wrong!,1,3674
103,200379,100046,ali (cont'd),44,811
104,200383,100046,howard cosell,32,498
105,200385,100046,angelo dundee,28,309
106,200386,100046,malcolm x,27,455
107,200390,100047,melkonis,88,1202
108,200393,100047,standard (cont'd),42,881
109,200395,100047,roby (cont'd),11,238
110,200401,100048,the alien,9,351
111,200402,100048,whoosh...whoosh...,8,67
112,200403,100048,hysterical monk,8,81
113,200404,100048,second monk,7,41
114,200413,100049,tuggle,10,307
115,200419,100050,de vries,47,772
116,200420,100050,hiroko (cont'd),34,993
117,200422,100050,ackland,27,525
118,200427,100051,vriess,62,1131
119,200455,100054,mrs. horowitz,24,306
120,200456,100054,mr. horowitz,23,310
121,200458,100054,rescue supervisor,13,267
122,200472,100056,deep throat,33,672
123,200475,100056,bookkeeper,16,349
124,200476,100056,segretti,15,221
125,200484,100057,penny lane,31,592
126,200491,100058,agent miles,15,115
127,200492,100058,hudgens (cont'd),10,113
128,200493,100058,carnby (cont'd),9,62
129,200494,100058,agent barr,9,36
130,200499,100059,old salieri,58,2184
131,200500,100059,schikaneder,56,1165
132,200502,100059,orsini-rosenberg,38,441
133,200506,100060,amelia (cont'd),82,1559
134,200507,100060,george (cont'd),51,977
135,200512,100060,amelia (v.o.),22,759
136,200519,100061,lester (cont'd),29,631
137,200520,100061,lester (v.o.),20,421
138,200539,100063,wolfman (v.o.),22,897
139,200549,100065,irving rosenfeld,272,3653
140,200550,100065,richie dimaso,218,3290
141,200551,100065,carmine polito,95,1972
142,200552,100065,rosalyn rosenfeld,93,1866
143,200553,100065,edith greensly,85,924
144,200554,100065,sydney prosser,65,1046
145,200555,100065,stoddard thorsen,49,722
146,200556,100065,pete musane,23,302
147,200557,100065,smash to:,22,54
148,200566,100067,(voice over),25,727
149,200567,100067,mr. aaronson,22,283
150,200569,100067,coach dale,18,482
151,200583,100070,a.j.,122,1384
152,200589,100070,rumson,23,476
153,200596,100071,van patten,25,594
154,200600,100072,drew (cont'd),64,1490
155,200601,100072,angle on drew,59,1331
156,200602,100072,d.s.,50,1295
157,200603,100072,san de,49,1008
158,200611,100073,marc lee,50,690
159,200612,100073,chris kyle,45,595
160,200613,100073,"""d""",31,382
161,200615,100073,instructor rolle,13,345
162,200616,100073,col. jones,11,206
163,200623,100074,mr. boats,10,252
164,200625,100074,harvey (o.s.),9,183
165,200629,100075,dr. hirsch,97,1471
166,200631,100075,chess player,19,344
167,200632,100075,miss gallagher,16,182
168,200633,100075,lt. villiers,16,335
169,200634,100075,dart player,12,110
170,200638,100076,father benedetto,70,1474
171,200640,100076,larry (v.o.),23,463
172,200641,100076,jack (v.o.),15,225
173,200651,100077,ronald senior,14,180
174,200652,100077,nancy (o.s),13,147
175,200655,100078,georges (cont'd),67,1939
176,200657,100078,anne (cont'd),21,406
177,200658,100078,pause.,15,26
178,200661,100078,superintendent,8,117
179,200669,100079,miss stubbs,33,544
180,200670,100079,headmistress,25,597
181,200695,100082,rasputin (cont.),16,526
182,200705,100083,pindella,20,286
183,200711,100085,oblonsky,45,796
184,200714,100085,anna (cont'd),21,401
185,200722,100086,alvy's voice,17,857
186,200723,100086,1st man,17,155
187,200724,100086,mom hall,13,137
188,200736,100088,william cecil,55,1134
189,200738,100088,young oxford,42,569
190,200740,100088,robert cecil,34,644
191,200741,100088,young elizabeth,31,324
192,200759,100090,male wasp,11,166
193,200764,100091,dr. dreyfuss,63,1600
194,200765,100091,kirkeby,55,1099
195,200766,100091,dobisch,37,689
196,200776,100092,willard (v.o.),32,1233
197,200789,100094,(beat),24,485
198,200796,100095,richler,22,418
199,200797,100095,dussander (cont'd),21,647
200,200805,100096,deferlito,24,362
201,200816,100097,the screamer,11,395
202,200819,100098,anne marie,60,709
203,200820,100098,lemalle,38,731
204,200822,100098,viking bob,32,487
205,200825,100098,meyerling,24,411
206,200830,100099,j stafford,30,298
207,200831,100099,bob anders,24,199
208,200833,100099,mark lijek,16,179
209,200835,100100,(v.o.),17,522
210,200836,100100,(v.o),15,427
211,200837,100100,a.j.,10,308
212,200838,100100,int. shuttle freedom,9,351
213,200839,100100,int. freedom,4,168
214,200840,100100,int. shuttle independence,4,76
215,200841,100100,int. mir corridor,4,89
216,200842,100100,.,2,17
217,200843,100100,ext. space,2,97
218,200846,100101,wiseman john,19,310
219,200847,100101,ash (v.o.),16,275
220,200849,100101,evil ash,13,129
221,200851,100101,blammity-blam!,4,42
222,200852,100101,gold tooth,3,18
223,200856,100102,doctor einstein,121,2213
224,200861,100102,lieutenant rooney,55,938
225,200864,100103,arthur (cont'd),84,1427
226,200868,100103,naomi (cont'd),26,487
227,200872,100104,17.,1,51
228,200873,100104,25.,1,79
229,200874,100104,6.,1,191
230,200875,100104,16.,1,0
231,200876,100104,38.,1,0
232,200877,100104,14.,1,69
233,200878,100104,46   omitted                                                    46,1,0
234,200879,100104,30.,1,0
235,200885,100105,dr. bettes,16,227
236,200888,100105,simon (o.s.),7,83
237,200892,100106,contractor/screen,35,418
238,200893,100106,ketcham,31,919
239,200895,100106,int. bank,18,291
240,200896,100106,rath/screen,13,102
241,200905,100107,new angle,13,477
242,200906,100107,mickena,11,314
243,200907,100108,.,2,0
244,200914,100109,mattie fae,81,1129
245,200921,100110,dr. evil,98,2283
246,200922,100110,basil exposition,55,1046
247,200923,100110,scott evil,26,369
248,200925,100110,number two,19,323
249,200926,100110,commander gilmour,15,108
250,200927,100110,frau farbissina,13,353
251,200929,100111,dr. evil,127,2472
252,200931,100111,basil exposition,32,458
253,200932,100111,number two,26,426
254,200933,100111,fat bastard,24,598
255,200934,100111,guru pitka,22,569
256,200936,100111,robin swallows,14,186
257,200941,100112,hannah (cont'd),46,903
258,200944,100112,colette (cont'd),28,677
259,200945,100112,alan (cont'd),28,504
260,200959,100114,(subtitled),42,404
261,200960,100114,jake (v.o.),42,687
262,200968,100115,voice (v.o.),24,610
263,200970,100115,dr. darling,19,231
264,200971,100115,invisible jones (v.o.),17,241
265,200974,100116,nick fury,110,1574
266,200980,100116,captain america,39,494
267,200988,100117,***,37,3152
268,200993,100118,mrs. lowe,39,692
269,200995,100118,miss costello,29,522
270,200998,100118,*,13,226
271,201000,100119,richard,136,1100
272,201001,100119,amelia,107,966
273,201002,100119,anwar,63,569
274,201003,100119,susan,46,277
275,201004,100119,yussef,31,202
276,201005,100119,santiago,30,228
277,201006,100119,mike,30,217
278,201007,100119,abdullah,29,206
279,201008,100119,ahmed,28,189
280,201009,100120,rick,234,3617
281,201015,100120,mr. thomerson,38,908
282,201024,100121,the existentialist,23,829
283,201026,100121,the woman,11,128
284,201029,100124,zoe (cont'd),60,819
285,201034,100124,stan (cont'd),31,493
286,201035,100124,dr. harris,22,286
287,201061,100127,kiersey,26,507
288,201063,100128,macreedy,249,4367
289,201074,100129,berrisford,48,1035
290,201079,100129,harris (cont'd),22,491
291,201080,100129,alan (cont'd),22,471
292,201084,100130,(oc),12,234
293,201088,100130,bet cop,6,334
294,201089,100130,first cop,5,77
295,201094,100131,chipeska,29,346
296,201101,100132,elizabeth (cont'd),61,927
297,201105,100132,principal snur,34,580
298,201113,100133,rich man,10,45
299,201120,100134,dunwitty,74,1282
300,201123,100134,big black,40,524
301,201124,100134,sleep 'n eat,40,311
302,201125,100134,close on,33,228
303,201126,100135,roderick (v.o.),217,9241
304,201130,100135,captain grogan,29,1031
305,201131,100135,captain galgenstein,26,912
306,201139,100136,his pov,35,890
307,201141,100136,mastrionotti,34,362
308,201157,100138,lt. walker,62,942
309,201159,100138,the woman,14,120
310,201165,100139,andy warhol,34,557
311,201167,100139,basquiat (cont'd),23,331
312,201168,100139,albert milo,21,452
313,201169,100139,annina nosei,18,332
314,201185,100141,tiptree,25,459
315,201193,100146,ben m'hidi,19,502
316,201194,100146,assistant commissioner,16,401
317,201205,100147,german officer,17,345
318,201206,100147,a.d.,12,213
319,201207,100148,sgt. nantz,218,3717
320,201208,100148,lt. martinez,68,1158
321,201209,100148,pvt. imlay,60,797
322,201210,100148,cpl. correggio,39,605
323,201211,100148,pvt. kerns,35,534
324,201212,100148,cpl. stavrou,33,578
325,201213,100148,cpl. harris,28,353
326,201215,100148,pvt. lenihan,14,182
327,201220,100149,richard (v.o.),23,0
328,201226,100150,grierson,60,1425
329,201235,100151,commandant (cont'd),89,2500
330,201236,100151,agu (v.o.),65,2519
331,201238,100151,two-i-c,35,589
332,201240,100151,agu (cont'd),22,538
333,201242,100151,goodblood,12,378
334,201245,100152,wink (cont'd),52,1101
335,201246,100152,hushpuppy (v.o.),37,1201
336,201247,100152,miss bathsheba,13,187
337,201249,100152,cook (cont'd),9,193
338,201250,100152,jean battiste,8,94
339,201251,100152,hushpuppy (cont'd),8,156
340,201253,100153,lumière,70,1242
341,201256,100153,cogsworth,48,651
342,201258,100153,the beast,34,681
343,201259,100153,mrs. potts,31,577
344,201260,100153,lumière (cont'd),22,539
345,201266,100154,b&b,26,155
346,201268,100154,beavis/cornholio,20,157
347,201273,100155,oliver (v.o.),48,843
348,201277,100155,oliver (cont'd),19,354
349,201278,100155,anna (v.o.),13,215
350,201282,100156,lucinnius,54,1355
351,201284,100156,dom paulo,48,1218
352,201303,100158,skrapinov,27,497
353,201314,100159,mrs. moebius,22,310
354,201316,100160,lord mansfield,115,1888
355,201319,100160,lady mansfield,66,1032
356,201320,100160,lady ashford,33,692
357,201321,100160,lady mary,31,668
358,201323,100160,dido (cont'd),17,372
359,201327,100161,stamp paid,91,1167
360,201329,100161,baby suggs,57,1669
361,201332,100161,sethe (vo),21,1069
362,201341,100163,(beat),44,756
363,201347,100164,mr. m,36,265
364,201354,100165,uncle louis,28,622
365,201364,100166,(beat),29,593
366,201372,100167,edward (v.o.),49,1791
367,201376,100167,jenny (v.o.),16,455
368,201377,100167,norther winslow,16,438
369,201385,100168,the stranger,17,345
370,201386,100168,young man,17,204
371,201391,100169,kumail (cont'd),43,935
372,201404,100170,detective boyle,19,376
373,201412,100171,riggan (cont'd),28,794
374,201413,100171,birdman (v.o.),21,657
375,201419,100172,mrs. bundy,38,511
376,201427,100173,branch manager,11,139
377,201430,100173,voice over,5,76
378,201431,100173,waitress,5,39
379,201434,100174,russ millard,79,1328
380,201435,100174,voice over,62,2504
381,201438,100174,jane chambers,27,541
382,201439,100174,ellis loew,20,619
383,201441,100175,t'challa,111,1569
384,201446,100175,killmonger,45,964
385,201448,100175,(in xhosa),37,369
386,201462,100177,r.l.,57,1175
387,201465,100177,tehronne,29,701
388,201471,100178,leroy (cont'd),63,1420
389,201473,100178,lily (cont'd),26,540
390,201474,100178,nina (cont'd),19,358
391,201475,100178,erica (cont'd),15,222
392,201477,100179,ron stallworth,276,3346
393,201481,100179,chief bridges,46,651
394,201482,100179,devin davis,45,751
395,201501,100181,blade (cont'd),19,460
396,201519,100183,sommerfield,15,642
397,201520,100183,cumberland,12,354
398,201527,100184,soda jerk,25,445
399,201530,100184,miss sweet,12,65
400,201531,100185,leigh anne,234,3057
401,201537,100185,miss sue,19,330
402,201547,100186,rebecca (cont'd),14,136
403,201548,100186,nicki (cont'd),11,143
404,201563,100188,abby's pov,24,569
405,201564,100188,ray's pov,22,396
406,201570,100189,george (cont'd),37,743
407,201578,100190,dean (cont'd),69,1304
408,201579,100190,cindy (cont'd),32,734
409,201589,100191,detective williams,42,640
410,201590,100191,mrs. williams,22,279
411,201592,100191,mrs. beaumont,18,317
412,201593,100191,aunt barbara,14,228
413,201609,100195,judge burnham,28,571
414,201611,100195,dr. paley,24,235
415,201638,100198,peter (v.o.),29,1039
416,201642,100199,c.w.,75,1236
417,201656,100200,scotty j.,47,486
418,201662,100201,(beat),24,558
419,201673,100202,poppa m,29,262
420,201675,100203,smecker,149,4362
421,201680,100203,yakavetta,21,565
422,201687,100204,mr. henry,63,1061
423,201690,100204,future man,16,142
424,201691,100204,dignan (vo),9,96
425,201698,100205,corky (v.o.),25,522
426,201699,100205,violet (v.o.),22,315
427,201701,100205,caesar (v.o.),12,85
428,201713,100207,conklin,55,970
429,201715,100207,wombosi,22,1038
430,201716,100207,the man,18,482
431,201729,100209,vosen,126,1696
432,201737,100209,bourne (v.o.),12,127
433,201742,100210,(beat),38,668
434,201746,100210,arlington (cont'd),17,392
435,201750,100211,lord portley-rind,53,959
436,201751,100211,mr. pickles,48,766
437,201752,100211,mr. trout,41,593
438,201753,100211,winnie (cont'd),33,679
439,201754,100211,eggs (cont'd),29,731
440,201755,100211,snatcher (cont'd),27,755
441,201762,100212,dad (cont'd),46,1071
442,201777,100214,kurtzman,37,478
443,201780,100214,helpmann,28,818
444,201782,100214,mrs terrain,21,287
445,201784,100215,a:,7,633
446,201785,100215,a.,4,319
447,201786,100215,r:,3,327
448,201789,100215,a .:,2,79
449,201790,100215,free!,2,289
450,201791,100215,...,2,140
451,201796,100216,sheriff boyd,39,745
452,201808,100217,brian's mother,4,45
453,201809,100217,vernon (os),4,38
454,201811,100218,mr. blase,100,1656
455,201812,100218,567,80,51
456,201814,100218,mrs. blase,49,590
457,201820,100219,the brain,106,1052
458,201833,100220,annie (cont'd),42,924
459,201845,100221,frank (cont'd),18,308
460,201854,100222,on jane,17,251
461,201862,100223,the helicopter,16,149
462,201870,100224,ernesto s.,35,284
463,201877,100225,the curator,26,642
464,201878,100225,diamond dog,9,476
465,201879,100225,the turk,8,147
466,201880,100225,bloom (v.o.),7,345
467,201897,100227,lothos,41,1082
468,201906,100228,annie (v.o.),20,845
469,201912,100229,alan davenport,32,668
470,201913,100229,paul (cont'd),31,1856
471,201922,100230,ali (cont'd),68,832
472,201925,100230,jack (cont'd),33,592
473,201926,100230,tess (cont'd),25,603
474,201934,100231,gardner chubb,39,249
475,201935,100231,harry (cont'd),38,617
476,201949,100233,dr. redfield,41,859
477,201951,100233,mr. miller,26,564
478,201953,100233,flash!,14,0
479,201954,100234,cable guy,329,7412
480,201961,100234,mr. daniels,9,138
481,201962,100234,steven's mother,7,94
482,201990,100238,mater,258,3752
483,201991,100238,mcqueen,144,1755
484,201992,100238,finn,113,1442
485,201993,100238,holley,106,1257
486,201994,100238,francesco,30,522
487,201995,100238,professor zundapp,28,501
488,201996,100238,acer,23,270
489,201997,100238,grem,23,201
490,201998,100238,miles axlerod,21,423
491,201999,100240,emily,277,4812
492,202011,100241,ace (v.o.),271,5186
493,202012,100241,nicky (v.o.),137,3796
494,202019,100242,goodchuck,69,1310
495,202021,100242,badchuck,51,814
496,202027,100243,joe shaye,128,2216
497,202028,100243,frank sr.,52,1508
498,202031,100243,frank (cont'd),17,225
499,202032,100243,(more),13,0
500,202033,100243,close on,13,204
501,202049,100245,(to honey),19,332
502,202057,100246,tim (cont'd),50,1062
503,202059,100246,bill krogstad,30,840
504,202061,100246,dean (cont'd),17,401
505,202065,100248,catherine (cont'd),40,871
506,202068,100248,novak (cont'd),24,673
507,202069,100248,miriam (cont'd),15,210
508,202070,100248,stargher king,12,342
509,202073,100249,jessica (vo),59,931
510,202075,100249,ryan (cont'd),48,752
511,202079,100249,ryan (vo),17,221
512,202083,100250,mitch (cont'd),54,1147
513,202085,100250,dave (cont'd),36,570
514,202087,100250,"mitch, sr.",19,181
515,202095,100251,rev. briegleb,29,934
516,202096,100251,"""walter""",24,205
517,202097,100251,briegleb,22,326
518,202105,100252,conners (vo),14,298
519,202122,100254,dylan (cont'd),26,451
520,202123,100254,natalie (cont'd),18,346
521,202124,100254,vivian wu,17,355
522,202130,100255,sloss,13,234
523,202140,100256,int. bathroom,27,1974
524,202142,100256,int. living room,23,501
525,202152,100258,gittes,548,8533
526,202157,100258,yelburton,20,377
527,202165,100259,ryan blood,36,515
528,202168,100259,zoey (cont'd),11,120
529,202170,100260,andrew (o.s.),168,1599
530,202173,100260,cut.,53,1153
531,202175,100260,casey (o.s.),25,220
532,202176,100260,matt (o.s.),22,250
533,202177,100260,steve (o.s.),21,321
534,202183,100261,white witch,48,605
535,202184,100261,mr. beaver,35,311
536,202191,100262,mr. rose,76,1972
537,202193,100262,rose rose,41,586
538,202201,100263,the kid,78,1306
539,202205,100263,(time lapse),37,0
540,202210,100264,spaccafico,16,479
541,202216,100265,crepsley,177,3327
542,202220,100265,gavner purl,29,426
543,202221,100265,mr. tall,26,669
544,202222,100265,mr. tiny,23,432
545,202228,100266,dissolve:,82,1375
546,202231,100266,dissolve out:,28,12
547,202238,100267,another angle,33,1051
548,202240,100267,ghatak,19,537
549,202241,100267,gangooly,18,566
550,202248,100268,wilting girl,30,335
551,202264,100270,qualen,42,1072
552,202268,100270,the helicopter,17,404
553,202281,100273,stump (v.o.),43,1724
554,202282,100273,cobb (v.o.),29,697
555,202289,100274,mamá imelda,59,854
556,202291,100274,miguel (cont'd),27,674
557,202292,100274,miguel (v.o.),26,697
558,202293,100274,papá,21,387
559,202294,100274,papá julio,17,243
560,202297,100275,kosalas,40,655
561,202300,100275,cragie,25,539
562,202308,100276,stobrod,60,843
563,202310,100276,veasey,55,1459
564,202318,100277,vincent (cont'd),31,152
565,202330,100278,updegraf,13,168
566,202337,100279,don luis,38,392
567,202340,100279,on cat,20,518
568,202357,100283,barris (cont'd),35,994
569,202359,100283,barris (v.o.),31,512
570,202365,100284,jake (v.o.),92,2251
571,202368,100284,king pin,40,953
572,202369,100284,rottovich,38,749
573,202378,100285,john (v.o.),17,322
574,202390,100288,m.j.,238,3698
575,202398,100288,helen (v.o.),15,260
576,202400,100289,coraline (cont'd),69,347
577,202403,100289,other mother,37,281
578,202404,100289,miss spink,25,165
579,202405,100289,other father,24,147
580,202409,100290,menenius,88,1315
581,202411,100290,sicinius,50,579
582,202413,100290,aufidius,41,707
583,202428,100294,doc miles,39,484
584,202429,100294,chev (cont'd),37,256
585,202443,100295,student nurse,3,142
586,202451,100296,(then),29,482
587,202457,100297,mrs. mayer,58,595
588,202458,100297,dr. emlee,43,627
589,202459,100297,nurse gates,35,310
590,202460,100297,mrs. hallstrom,16,182
591,202467,100298,darwin (v.o.),14,541
592,202477,100299,agent hadley,53,1273
593,202485,100300,grug (cont'd),59,1434
594,202487,100300,guy (cont'd),24,422
595,202488,100300,eep (cont'd),14,170
596,202493,100301,sir te,21,413
597,202499,100302,jack's voice,94,2749
598,202500,100302,jani,78,1101
599,202501,100302,marion,69,884
600,202502,100302,reynolds,63,1084
601,202503,100302,matt,34,507
602,202504,100302,bella,34,564
603,202505,100302,giles,32,574
604,202506,100302,jack sr.,11,232
605,202507,100303,alex,111,2445
606,202508,100303,erin,63,1280
607,202509,100303,captain,45,898
608,202510,100303,alex (cont'd),26,688
609,202514,100303,captain (cont'd),24,621
610,202521,100304,top dollar,21,238
611,202522,100304,t-bird,20,285
612,202523,100304,flash ends.,20,0
613,202533,100306,mrs. caldwell,30,487
614,202534,100306,dr. greenbaum,21,361
615,202543,100307,deveroux,14,192
616,202544,100307,int. dil's flat.,8,107
617,202545,100308,--------------------------------------------------------------------,297,2546
618,202551,100309,daisy (cont'd),55,1106
619,202553,100309,capt. mike,37,848
620,202554,100309,thomas button,37,516
621,202555,100309,caroline (cont'd),32,505
622,202556,100309,elizabeth abbott,30,625
623,202569,100311,dr. sevard,35,538
624,202570,100311,dr. vass,23,511
625,202571,100311,t.j.,19,319
626,202572,100311,richard barkley,19,364
627,202574,100311,rick ferris,11,308
628,202578,100312,cussins,22,378
629,202580,100312,uncle sam,17,210
630,202585,100313,kicking bird,67,1292
631,202586,100313,ten bears,37,1060
632,202587,100313,dunbar (v.o.),25,1449
633,202589,100313,fambrough,18,393
634,202591,100313,black shawl,15,249
635,202598,100314,einar/lili,23,296
636,202601,100314,warnekros,9,283
637,202602,100315,bumstead,116,2217
638,202604,100315,schreber,77,1415
639,202606,100315,mister black,24,688
640,202607,100315,his p.o.v.,23,1766
641,202608,100315,miss crenshaw,14,123
642,202624,100318,bomb #20,36,314
643,202626,100318,recorded voice,7,271
644,202627,100318,bomb #19,6,40
645,202628,100318,mission controller,2,224
646,202634,100319,yakitito,28,341
647,202637,100319,trumayne,17,196
648,202640,100320,holbrooke,41,507
649,202641,100320,clara (cont'd),33,328
650,202642,100320,phil (cont'd),32,398
651,202644,100320,1ï¿½1,25,211
652,202645,100320,(beat),19,322
653,202646,100320,lieutenant manning,18,238
654,202653,100321,primate roger,22,158
655,202654,100321,primate elaine,20,302
656,202655,100321,(more),16,0
657,202656,100322,some brothers.,1,70
658,202657,100322,my time!,1,82
659,202658,100322,out of here.,1,79
660,202659,100322,building...dumb little bastard!,1,13
661,202660,100322,you find them...,1,17
662,202661,100322,respect in dying.,1,338
663,202662,100322,floor.,1,7
664,202663,100322,down the stairs.,1,140
665,202664,100322,cut.,1,96
666,202670,100323,gasparilla,24,989
667,202675,100324,keltner,92,1792
668,202682,100324,sergeant hoffman,16,201
669,202687,100325,barnhardt,38,782
670,202689,100325,med. shot,23,1006
671,202694,100326,ext. wagons,1,56
672,202704,100327,mr. nolan,44,930
673,202708,100328,deadpool (cont'd),62,2095
674,202711,100328,wade (cont'd),31,591
675,202713,100328,deadpool (v.o.),26,846
676,202714,100328,blind al,24,326
677,202719,100329,dean fairbanks,57,809
678,202732,100330,uncle russell,37,645
679,202745,100332,vogel (cont'd),42,1304
680,202747,100332,stephan (cont'd),32,501
681,202748,100332,rachel (cont'd),17,221
682,202754,100333,british accent,12,174
683,202756,100333,wyatt (v.0.),10,167
684,202758,100333,the blonde,8,109
685,202763,100334,mccutcheon,62,904
686,202773,100335,finnegan (cont'd),36,877
687,202777,100335,mamooli,14,209
688,202785,100336,merle (cont'd),24,696
689,202786,100336,nick (cont'd),19,465
690,202792,100337,tuvia (cont'd),40,638
691,202794,100337,zus (cont'd),29,383
692,202802,100338,ellerby,39,627
693,202803,100338,mister french,37,408
694,202804,100338,colin (cont'd),27,420
695,202810,100339,cousin hugh,26,540
696,202811,100339,matt (cont'd),25,473
697,202812,100339,brian speer,20,234
698,202813,100339,scott thorson,19,572
699,202816,100340,gru (cont'd),58,1081
700,202819,100340,lucy (cont'd),23,382
701,202822,100340,el macho,18,456
702,202827,100341,mrs. bruce,28,754
703,202831,100341,father mcnulty,20,623
704,202840,100342,easy (v.o.),27,1314
705,202846,100343,andy (cont'd),47,1035
706,202848,100343,miranda (cont'd),41,988
707,202849,100343,emily (cont'd),19,440
708,202852,100344,mary ann,95,1270
709,202853,100344,mrs. lomax,57,934
710,202866,100345,intercut:,17,58
711,202869,100346,(x),67,219
712,202874,100346,thornberg,26,315
713,202880,100347,(continuing),49,1172
714,202882,100347,shrevie,39,427
715,202884,100347,b illy,18,212
716,202898,100349,kale (cont'd),57,1499
717,202901,100349,ronnie (v.o.),32,551
718,202902,100349,ashley (cont'd),19,363
719,202903,100349,ronnie (cont'd),15,312
720,202905,100350,calvin candie,178,4139
721,202907,100350,ace woody,54,1163
722,202908,100350,broomhilda,43,496
723,202910,100350,scotty,25,399
724,202911,100350,jano,22,191
725,202912,100350,spencer,21,332
726,202913,100351,mookie,157,1370
727,202914,100351,sal,92,1086
728,202915,100351,pino,58,604
729,202916,100351,buggin' out,54,711
730,202917,100351,jade,53,401
731,202918,100351,da mayor,52,855
732,202919,100351,vito,33,196
733,202920,100351,radio raheem,30,418
734,202921,100351,mother sister,30,457
735,202924,100352,mulvaney,80,1277
736,202929,100352,on sonny,22,346
737,202956,100356,siddons,18,365
738,202963,100357,neff's voice,36,2100
739,202964,100357,dietrichson,30,499
740,202966,100357,gorlopis,20,184
741,202969,100358,rham jas,62,1361
742,202972,100358,mrs. ganush,24,415
743,202973,100358,mr. jacks,20,389
744,202974,100358,4,13,9
745,202986,100360,bernie rose,100,2080
746,202990,100360,nino,38,717
747,202991,100360,9/24/10,18,80
748,202992,100360,cook,17,374
749,202993,100360,benicio,11,123
750,202994,100361,milton,155,2136
751,202995,100361,piper,134,1879
752,202996,100361,accountant,78,1420
753,202997,100361,frank,29,551
754,202998,100361,jonah king,27,654
755,202999,100361,webster,19,340
756,203002,100361,fat lou,13,234
757,203009,100362,documentarian (o.s.),22,219
758,203018,100363,de villiers,37,715
759,203023,100364,mrs. teasdale,52,1251
